jsonstat,.,|
label,"Population by province of residence, place of birth, age, gender and year in Galicia"
source,INE and IGE
updated,2012-12-27T12:25:09Z
href,https://json-stat.org/samples/galicia.json
dimension,birth,place of birth,6,T,total,C,county of residence,P,another county in the same province,G,another province of Galicia,A,in another autonomous community,F,abroad,geo
dimension,age,age group,22,T,total,0,0-4,5,5-9,10,10-14,15,15-19,20,20-24,25,25-29,30,30-34,35,35-39,40,40-44,45,45-49,50,50-54,55,55-59,60,60-64,65,65-69,70,70-74,75,75-79,80,80-84,85,85-89,90,90-94,95,95-99,100,100+
dimension,gender,gender,3,T,total,M,male,F,female
dimension,time,year,2,2001,2001,2011,2011,time
dimension,residence,province of residence,5,T,total,15,A Coruña,27,Lugo,32,Ourense,36,Pontevedra,geo
dimension,concept,concept,1,pop,population,metric,0|persons
data
birth,age,gender,time,residence,concept,value
A,75,M,2001,15,pop,611
A,75,M,2001,27,pop,237
A,75,M,2001,32,pop,182
A,75,M,2001,36,pop,463
A,75,M,2011,T,pop,2524
A,75,M,2011,15,pop,1019
A,75,M,2011,27,pop,342
A,75,M,2011,32,pop,289
A,75,M,2011,36,pop,874
A,75,F,2001,T,pop,2159
A,75,F,2001,15,pop,838
A,75,F,2001,27,pop,341
A,75,F,2001,32,pop,267
A,75,F,2001,36,pop,713
A,75,F,2011,T,pop,2874
A,75,F,2011,15,pop,1142
A,75,F,2011,27,pop,458
A,75,F,2011,32,pop,358
A,75,F,2011,36,pop,917
A,80,T,2001,T,pop,2554
A,80,T,2001,15,pop,989
A,80,T,2001,27,pop,397
A,80,T,2001,32,pop,312
A,80,T,2001,36,pop,856
A,80,T,2011,T,pop,3786
A,80,T,2011,15,pop,1496
A,80,T,2011,27,pop,597
A,80,T,2011,32,pop,484
A,80,T,2011,36,pop,1209
A,80,M,2001,T,pop,901
A,80,M,2001,15,pop,366
A,80,M,2001,27,pop,139
A,80,M,2001,32,pop,110
A,80,M,2001,36,pop,286
A,80,M,2011,T,pop,1477
A,80,M,2011,15,pop,609
A,80,M,2011,27,pop,219
A,80,M,2011,32,pop,196
A,80,M,2011,36,pop,453
A,80,F,2001,T,pop,1653
A,80,F,2001,15,pop,623
A,80,F,2001,27,pop,258
A,80,F,2001,32,pop,202
A,80,F,2001,36,pop,570
A,80,F,2011,T,pop,2309
A,80,F,2011,15,pop,887
A,80,F,2011,27,pop,378
A,80,F,2011,32,pop,288
A,80,F,2011,36,pop,756
A,85,T,2001,T,pop,1341
A,85,T,2001,15,pop,542
A,85,T,2001,27,pop,216
A,85,T,2001,32,pop,146
A,85,T,2001,36,pop,437
A,85,T,2011,T,pop,2314
A,85,T,2011,15,pop,876
A,85,T,2011,27,pop,373
A,85,T,2011,32,pop,306
A,85,T,2011,36,pop,759
A,85,M,2001,T,pop,431
A,85,M,2001,15,pop,182
A,85,M,2001,27,pop,61
A,85,M,2001,32,pop,47
A,85,M,2001,36,pop,141
A,85,M,2011,T,pop,769
A,85,M,2011,15,pop,298
A,85,M,2011,27,pop,127
A,85,M,2011,32,pop,108
A,85,M,2011,36,pop,236
A,85,F,2001,T,pop,910
A,85,F,2001,15,pop,360
A,85,F,2001,27,pop,155
A,85,F,2001,32,pop,99
A,85,F,2001,36,pop,296
A,85,F,2011,T,pop,1545
A,85,F,2011,15,pop,578
A,85,F,2011,27,pop,246
A,85,F,2011,32,pop,198
A,85,F,2011,36,pop,524
A,90,T,2001,T,pop,451
A,90,T,2001,15,pop,170
A,90,T,2001,27,pop,59
A,90,T,2001,32,pop,64
A,90,T,2001,36,pop,158
A,90,T,2011,T,pop,979
A,90,T,2011,15,pop,366
A,90,T,2011,27,pop,150
A,90,T,2011,32,pop,132
A,90,T,2011,36,pop,330
A,90,M,2001,T,pop,129
A,90,M,2001,15,pop,46
A,90,M,2001,27,pop,21
A,90,M,2001,32,pop,22
A,90,M,2001,36,pop,40
A,90,M,2011,T,pop,249
A,90,M,2011,15,pop,102
A,90,M,2011,27,pop,38
A,90,M,2011,32,pop,29
A,90,M,2011,36,pop,80
A,90,F,2001,T,pop,375
A,90,F,2001,15,pop,144
A,90,F,2001,27,pop,49
A,90,F,2001,32,pop,49
A,90,F,2001,36,pop,133
A,90,F,2011,T,pop,730
A,90,F,2011,15,pop,264
A,90,F,2011,27,pop,112
A,90,F,2011,32,pop,103
A,90,F,2011,36,pop,250
A,95,T,2001,T,pop,123
A,95,T,2001,15,pop,45
A,95,T,2001,27,pop,12
A,95,T,2001,32,pop,17
A,95,T,2001,36,pop,49
A,95,T,2011,T,pop,244
A,95,T,2011,15,pop,94
A,95,T,2011,27,pop,41
A,95,T,2011,32,pop,27
A,95,T,2011,36,pop,83
A,95,M,2001,T,pop,23
A,95,M,2001,15,pop,11
A,95,M,2001,27,pop,3
A,95,M,2001,32,pop,4
A,95,M,2001,36,pop,5
A,95,M,2011,T,pop,44
A,95,M,2011,15,pop,17
A,95,M,2011,27,pop,5
A,95,M,2011,32,pop,6
A,95,M,2011,36,pop,16
A,95,F,2001,T,pop,100
A,95,F,2001,15,pop,34
A,95,F,2001,27,pop,9
A,95,F,2001,32,pop,13
A,95,F,2001,36,pop,44
A,95,F,2011,T,pop,200
A,95,F,2011,15,pop,77
A,95,F,2011,27,pop,36
A,95,F,2011,32,pop,21
A,95,F,2011,36,pop,66
A,100,T,2001,T,pop,15
A,100,T,2001,15,pop,3
A,100,T,2001,27,pop,5
A,100,T,2001,32,pop,4
A,100,T,2001,36,pop,3
A,100,T,2011,T,pop,35
A,100,T,2011,15,pop,15
A,100,T,2011,27,pop,6
A,100,T,2011,32,pop,n/a
A,100,T,2011,36,pop,15
A,100,M,2001,T,pop,3
A,100,M,2001,15,pop,1
A,100,M,2001,27,pop,2
A,100,M,2001,32,pop,0
A,100,M,2001,36,pop,0
A,100,M,2011,T,pop,7
A,100,M,2011,15,pop,4
A,100,M,2011,27,pop,1
A,100,M,2011,32,pop,n/a
A,100,M,2011,36,pop,2
A,100,F,2001,T,pop,12
A,100,F,2001,15,pop,2
A,100,F,2001,27,pop,3
A,100,F,2001,32,pop,4
A,100,F,2001,36,pop,3
A,100,F,2011,T,pop,28
A,100,F,2011,15,pop,11
A,100,F,2011,27,pop,5
A,100,F,2011,32,pop,n/a
A,100,F,2011,36,pop,13
F,T,T,2001,T,pop,114114
F,T,T,2001,15,pop,42120
F,T,T,2001,27,pop,9913
F,T,T,2001,32,pop,23165
F,T,T,2001,36,pop,38916
F,T,T,2011,T,pop,213145
F,T,T,2011,15,pop,82727
F,T,T,2011,27,pop,22138
F,T,T,2011,32,pop,34318
F,T,T,2011,36,pop,73962
F,T,M,2001,T,pop,53577
F,T,M,2001,15,pop,19788
F,T,M,2001,27,pop,4521
F,T,M,2001,32,pop,11017
F,T,M,2001,36,pop,18251
F,T,M,2011,T,pop,103726
F,T,M,2011,15,pop,39430
F,T,M,2011,27,pop,10920
F,T,M,2011,32,pop,16715
F,T,M,2011,36,pop,36660
F,T,F,2001,T,pop,60537
F,T,F,2001,15,pop,22332
F,T,F,2001,27,pop,5392
F,T,F,2001,32,pop,12148
F,T,F,2001,36,pop,20665
F,T,F,2011,T,pop,109419
F,T,F,2011,15,pop,43297
F,T,F,2011,27,pop,11218
F,T,F,2011,32,pop,17602
F,T,F,2011,36,pop,37302
F,0,T,2001,T,pop,2128
F,0,T,2001,15,pop,898
F,0,T,2001,27,pop,133
F,0,T,2001,32,pop,379
F,0,T,2001,36,pop,718
F,0,T,2011,T,pop,1811
F,0,T,2011,15,pop,754
F,0,T,2011,27,pop,177
F,0,T,2011,32,pop,207
F,0,T,2011,36,pop,672
F,0,M,2001,T,pop,1087
F,0,M,2001,15,pop,445
F,0,M,2001,27,pop,69
F,0,M,2001,32,pop,195
F,0,M,2001,36,pop,378
F,0,M,2011,T,pop,920
F,0,M,2011,15,pop,396
F,0,M,2011,27,pop,84
F,0,M,2011,32,pop,94
F,0,M,2011,36,pop,347
F,0,F,2001,T,pop,1041
F,0,F,2001,15,pop,453
F,0,F,2001,27,pop,64
F,0,F,2001,32,pop,184
F,0,F,2001,36,pop,340
F,0,F,2011,T,pop,891
F,0,F,2011,15,pop,359
F,0,F,2011,27,pop,93
F,0,F,2011,32,pop,114
F,0,F,2011,36,pop,325
F,5,T,2001,T,pop,4649
F,5,T,2001,15,pop,1983
F,5,T,2001,27,pop,302
F,5,T,2001,32,pop,871
F,5,T,2001,36,pop,1493
F,5,T,2011,T,pop,5901
F,5,T,2011,15,pop,2515
F,5,T,2011,27,pop,673
F,5,T,2011,32,pop,699
F,5,T,2011,36,pop,2015
F,5,M,2001,T,pop,2455
F,5,M,2001,15,pop,1069
F,5,M,2001,27,pop,156
F,5,M,2001,32,pop,473
F,5,M,2001,36,pop,757
F,5,M,2011,T,pop,2856
F,5,M,2011,15,pop,1197
F,5,M,2011,27,pop,304
F,5,M,2011,32,pop,349
F,5,M,2011,36,pop,1007
F,5,F,2001,T,pop,2194
F,5,F,2001,15,pop,914
F,5,F,2001,27,pop,146
F,5,F,2001,32,pop,398
F,5,F,2001,36,pop,736
F,5,F,2011,T,pop,3045
F,5,F,2011,15,pop,1318
F,5,F,2011,27,pop,369
F,5,F,2011,32,pop,350
F,5,F,2011,36,pop,1008
F,10,T,2001,T,pop,6595
F,10,T,2001,15,pop,2637
F,10,T,2001,27,pop,486
F,10,T,2001,32,pop,1419
F,10,T,2001,36,pop,2053
F,10,T,2011,T,pop,9329
F,10,T,2011,15,pop,3878
F,10,T,2011,27,pop,1063
F,10,T,2011,32,pop,1253
F,10,T,2011,36,pop,3135
F,10,M,2001,T,pop,3332
F,10,M,2001,15,pop,1341
F,10,M,2001,27,pop,248
F,10,M,2001,32,pop,702
F,10,M,2001,36,pop,1041
F,10,M,2011,T,pop,4832
F,10,M,2011,15,pop,2009
F,10,M,2011,27,pop,550
F,10,M,2011,32,pop,642
F,10,M,2011,36,pop,1631
F,10,F,2001,T,pop,3263
F,10,F,2001,15,pop,1296
F,10,F,2001,27,pop,238
F,10,F,2001,32,pop,717
F,10,F,2001,36,pop,1012
F,10,F,2011,T,pop,4497
F,10,F,2011,15,pop,1869
F,10,F,2011,27,pop,513
F,10,F,2011,32,pop,611
F,10,F,2011,36,pop,1504
F,15,T,2001,T,pop,8146
F,15,T,2001,15,pop,3090
F,15,T,2001,27,pop,654
F,15,T,2001,32,pop,1835
F,15,T,2001,36,pop,2567
F,15,T,2011,T,pop,11722
F,15,T,2011,15,pop,4840
F,15,T,2011,27,pop,1226
F,15,T,2011,32,pop,1720
F,15,T,2011,36,pop,3936
F,15,M,2001,T,pop,4152
F,15,M,2001,15,pop,1566
F,15,M,2001,27,pop,317
F,15,M,2001,32,pop,948
F,15,M,2001,36,pop,1321
F,15,M,2011,T,pop,6044
F,15,M,2011,15,pop,2520
F,15,M,2011,27,pop,636
F,15,M,2011,32,pop,874
F,15,M,2011,36,pop,2014
F,15,F,2001,T,pop,3994
F,15,F,2001,15,pop,1524
F,15,F,2001,27,pop,337
F,15,F,2001,32,pop,887
F,15,F,2001,36,pop,1246
F,15,F,2011,T,pop,5678
F,15,F,2011,15,pop,2321
F,15,F,2011,27,pop,589
F,15,F,2011,32,pop,846
F,15,F,2011,36,pop,1922
F,20,T,2001,T,pop,12196
F,20,T,2001,15,pop,4651
F,20,T,2001,27,pop,971
F,20,T,2001,32,pop,2640
F,20,T,2001,36,pop,3934
F,20,T,2011,T,pop,15844
F,20,T,2011,15,pop,6459
F,20,T,2011,27,pop,1691
F,20,T,2011,32,pop,2650
F,20,T,2011,36,pop,5043
F,20,M,2001,T,pop,5839
F,20,M,2001,15,pop,2206
F,20,M,2001,27,pop,463
F,20,M,2001,32,pop,1293
F,20,M,2001,36,pop,1877
F,20,M,2011,T,pop,7794
F,20,M,2011,15,pop,3130
F,20,M,2011,27,pop,843
F,20,M,2011,32,pop,1306
F,20,M,2011,36,pop,2515
F,20,F,2001,T,pop,6357
F,20,F,2001,15,pop,2445
F,20,F,2001,27,pop,508
F,20,F,2001,32,pop,1347
F,20,F,2001,36,pop,2057
F,20,F,2011,T,pop,8050
F,20,F,2011,15,pop,3329
F,20,F,2011,27,pop,848
F,20,F,2011,32,pop,1343
F,20,F,2011,36,pop,2528
F,25,T,2001,T,pop,18926
F,25,T,2001,15,pop,7379
F,25,T,2001,27,pop,1601
F,25,T,2001,32,pop,3813
F,25,T,2001,36,pop,6133
F,25,T,2011,T,pop,21722
F,25,T,2011,15,pop,8615
F,25,T,2011,27,pop,2463
F,25,T,2011,32,pop,3517
F,25,T,2011,36,pop,7127
F,25,M,2001,T,pop,9025
F,25,M,2001,15,pop,3569
F,25,M,2001,27,pop,719
F,25,M,2001,32,pop,1842
F,25,M,2001,36,pop,2895
F,25,M,2011,T,pop,10410
F,25,M,2011,15,pop,4003
F,25,M,2011,27,pop,1240
F,25,M,2011,32,pop,1710
F,25,M,2011,36,pop,3457
F,25,F,2001,T,pop,9901
F,25,F,2001,15,pop,3810
F,25,F,2001,27,pop,882
F,25,F,2001,32,pop,1971
F,25,F,2001,36,pop,3238
F,25,F,2011,T,pop,11312
F,25,F,2011,15,pop,4612
F,25,F,2011,27,pop,1223
F,25,F,2011,32,pop,1807
F,25,F,2011,36,pop,3670
F,30,T,2001,T,pop,17794
F,30,T,2001,15,pop,7124
F,30,T,2001,27,pop,1481
F,30,T,2001,32,pop,3313
F,30,T,2001,36,pop,5876
F,30,T,2011,T,pop,27532
F,30,T,2011,15,pop,10898
F,30,T,2011,27,pop,3041
F,30,T,2011,32,pop,4241
F,30,T,2011,36,pop,9353
F,30,M,2001,T,pop,8364
F,30,M,2001,15,pop,3316
F,30,M,2001,27,pop,709
F,30,M,2001,32,pop,1528
F,30,M,2001,36,pop,2811
F,30,M,2011,T,pop,13446
F,30,M,2011,15,pop,5166
F,30,M,2011,27,pop,1595
F,30,M,2011,32,pop,2093
F,30,M,2011,36,pop,4592
F,30,F,2001,T,pop,9430
F,30,F,2001,15,pop,3808
F,30,F,2001,27,pop,772
F,30,F,2001,32,pop,1785
F,30,F,2001,36,pop,3065
F,30,F,2011,T,pop,14086
F,30,F,2011,15,pop,5732
F,30,F,2011,27,pop,1445
F,30,F,2011,32,pop,2148
F,30,F,2011,36,pop,4761
F,35,T,2001,T,pop,13557
F,35,T,2001,15,pop,5079
F,35,T,2001,27,pop,1126
F,35,T,2001,32,pop,2532
F,35,T,2001,36,pop,4820
F,35,T,2011,T,pop,32114
F,35,T,2011,15,pop,12795
F,35,T,2011,27,pop,3185
F,35,T,2011,32,pop,5046
F,35,T,2011,36,pop,11089
F,35,M,2001,T,pop,6220
F,35,M,2001,15,pop,2282
F,35,M,2001,27,pop,498
F,35,M,2001,32,pop,1120
F,35,M,2001,36,pop,2320
F,35,M,2011,T,pop,16036
F,35,M,2011,15,pop,6252
F,35,M,2011,27,pop,1656
F,35,M,2011,32,pop,2532
F,35,M,2011,36,pop,5597
F,35,F,2001,T,pop,7337
F,35,F,2001,15,pop,2797
F,35,F,2001,27,pop,628
F,35,F,2001,32,pop,1412
F,35,F,2001,36,pop,2500
F,35,F,2011,T,pop,16079
F,35,F,2011,15,pop,6543
F,35,F,2011,27,pop,1529
F,35,F,2011,32,pop,2514
F,35,F,2011,36,pop,5492
F,40,T,2001,T,pop,9024
F,40,T,2001,15,pop,3200
F,40,T,2001,27,pop,696
F,40,T,2001,32,pop,1663
F,40,T,2001,36,pop,3465
F,40,T,2011,T,pop,27933
F,40,T,2011,15,pop,11143
F,40,T,2011,27,pop,2752
F,40,T,2011,32,pop,4538
F,40,T,2011,36,pop,9500
F,40,M,2001,T,pop,4102
F,40,M,2001,15,pop,1425
F,40,M,2001,27,pop,295
F,40,M,2001,32,pop,764
F,40,M,2001,36,pop,1618
F,40,M,2011,T,pop,13911
F,40,M,2011,15,pop,5379
F,40,M,2011,27,pop,1382
F,40,M,2011,32,pop,2270
F,40,M,2011,36,pop,4880
F,40,F,2001,T,pop,4922
F,40,F,2001,15,pop,1775
F,40,F,2001,27,pop,401
F,40,F,2001,32,pop,899
F,40,F,2001,36,pop,1847
F,40,F,2011,T,pop,14023
F,40,F,2011,15,pop,5764
F,40,F,2011,27,pop,1370
F,40,F,2011,32,pop,2269
F,40,F,2011,36,pop,4620
F,45,T,2001,T,pop,5032
F,45,T,2001,15,pop,1611
F,45,T,2001,27,pop,437
F,45,T,2001,32,pop,981
F,45,T,2001,36,pop,2003
F,45,T,2011,T,pop,20883
F,45,T,2011,15,pop,7923
F,45,T,2011,27,pop,2000
F,45,T,2011,32,pop,3447
F,45,T,2011,36,pop,7512
F,45,M,2001,T,pop,2272
F,45,M,2001,15,pop,756
F,45,M,2001,27,pop,193
F,45,M,2001,32,pop,441
F,45,M,2001,36,pop,882
F,45,M,2011,T,pop,10081
F,45,M,2011,15,pop,3699
F,45,M,2011,27,pop,911
F,45,M,2011,32,pop,1616
F,45,M,2011,36,pop,3854
F,45,F,2001,T,pop,2760
F,45,F,2001,15,pop,855
F,45,F,2001,27,pop,244
F,45,F,2001,32,pop,540
F,45,F,2001,36,pop,1121
F,45,F,2011,T,pop,10802
F,45,F,2011,15,pop,4223
F,45,F,2011,27,pop,1089
F,45,F,2011,32,pop,1831
F,45,F,2011,36,pop,3658
F,50,T,2001,T,pop,3145
F,50,T,2001,15,pop,958
F,50,T,2001,27,pop,224
F,50,T,2001,32,pop,630
F,50,T,2001,36,pop,1333
F,50,T,2011,T,pop,13785
F,50,T,2011,15,pop,5042
F,50,T,2011,27,pop,1248
F,50,T,2011,32,pop,2287
F,50,T,2011,36,pop,5209
F,50,M,2001,T,pop,1374
F,50,M,2001,15,pop,387
F,50,M,2001,27,pop,100
F,50,M,2001,32,pop,297
F,50,M,2001,36,pop,590
F,50,M,2011,T,pop,6672
F,50,M,2011,15,pop,2348
F,50,M,2011,27,pop,591
F,50,M,2011,32,pop,1098
F,50,M,2011,36,pop,2636
F,50,F,2001,T,pop,1771
F,50,F,2001,15,pop,571
F,50,F,2001,27,pop,124
F,50,F,2001,32,pop,333
F,50,F,2001,36,pop,743
F,50,F,2011,T,pop,7113
F,50,F,2011,15,pop,2694
F,50,F,2011,27,pop,657
F,50,F,2011,32,pop,1190
F,50,F,2011,36,pop,2573
F,55,T,2001,T,pop,2318
F,55,T,2001,15,pop,768
F,55,T,2001,27,pop,169
F,55,T,2001,32,pop,463
F,55,T,2001,36,pop,918
F,55,T,2011,T,pop,8048
F,55,T,2011,15,pop,2729
F,55,T,2011,27,pop,780
F,55,T,2011,32,pop,1411
F,55,T,2011,36,pop,3128
F,55,M,2001,T,pop,1040
F,55,M,2001,15,pop,344
F,55,M,2001,27,pop,84
F,55,M,2001,32,pop,210
F,55,M,2001,36,pop,402
F,55,M,2011,T,pop,3784
F,55,M,2011,15,pop,1258
F,55,M,2011,27,pop,366
F,55,M,2011,32,pop,655
F,55,M,2011,36,pop,1505
F,55,F,2001,T,pop,1278
F,55,F,2001,15,pop,424
F,55,F,2001,27,pop,85
F,55,F,2001,32,pop,253
F,55,F,2001,36,pop,516
F,55,F,2011,T,pop,4264
F,55,F,2011,15,pop,1472
F,55,F,2011,27,pop,413
F,55,F,2011,32,pop,756
F,55,F,2011,36,pop,1623
F,60,T,2001,T,pop,1834
F,60,T,2001,15,pop,529
F,60,T,2001,27,pop,117
F,60,T,2001,32,pop,435
F,60,T,2001,36,pop,753
F,60,T,2011,T,pop,5064
F,60,T,2011,15,pop,1656
F,60,T,2011,27,pop,443
F,60,T,2011,32,pop,917
F,60,T,2011,36,pop,2048
F,60,M,2001,T,pop,845
F,60,M,2001,15,pop,226
F,60,M,2001,27,pop,60
F,60,M,2001,32,pop,213
F,60,M,2001,36,pop,346
F,60,M,2011,T,pop,2276
F,60,M,2011,15,pop,683
F,60,M,2011,27,pop,195
F,60,M,2011,32,pop,454
F,60,M,2011,36,pop,944
F,60,F,2001,T,pop,989
F,60,F,2001,15,pop,303
F,60,F,2001,27,pop,57
F,60,F,2001,32,pop,222
F,60,F,2001,36,pop,407
F,60,F,2011,T,pop,2788
F,60,F,2011,15,pop,973
F,60,F,2011,27,pop,248
F,60,F,2011,32,pop,464
F,60,F,2011,36,pop,1104
F,65,T,2001,T,pop,1696
F,65,T,2001,15,pop,491
F,65,T,2001,27,pop,150
F,65,T,2001,32,pop,423
F,65,T,2001,36,pop,632
F,65,T,2011,T,pop,3445
F,65,T,2011,15,pop,1201
F,65,T,2011,27,pop,288
F,65,T,2011,32,pop,651
F,65,T,2011,36,pop,1305
F,65,M,2001,T,pop,714
F,65,M,2001,15,pop,213
F,65,M,2001,27,pop,60
F,65,M,2001,32,pop,198
F,65,M,2001,36,pop,243
F,65,M,2011,T,pop,1515
F,65,M,2011,15,pop,515
F,65,M,2011,27,pop,139
F,65,M,2011,32,pop,290
F,65,M,2011,36,pop,572
F,65,F,2001,T,pop,982
F,65,F,2001,15,pop,278
F,65,F,2001,27,pop,90
F,65,F,2001,32,pop,225
F,65,F,2001,36,pop,389
F,65,F,2011,T,pop,1931
F,65,F,2011,15,pop,686
F,65,F,2011,27,pop,150
F,65,F,2011,32,pop,362
F,65,F,2011,36,pop,733
F,70,T,2001,T,pop,2473
F,70,T,2001,15,pop,627
F,70,T,2001,27,pop,458
F,70,T,2001,32,pop,627
F,70,T,2001,36,pop,761
F,70,T,2011,T,pop,2414
F,70,T,2011,15,pop,743
F,70,T,2011,27,pop,188
F,70,T,2011,32,pop,496
F,70,T,2011,36,pop,988
F,70,M,2001,T,pop,1065
F,70,M,2001,15,pop,261
F,70,M,2001,27,pop,188
F,70,M,2001,32,pop,301
F,70,M,2001,36,pop,315
F,70,M,2011,T,pop,1098
F,70,M,2011,15,pop,314
F,70,M,2011,27,pop,88
F,70,M,2011,32,pop,238
F,70,M,2011,36,pop,459
F,70,F,2001,T,pop,1408
F,70,F,2001,15,pop,366
F,70,F,2001,27,pop,270
F,70,F,2001,32,pop,326
F,70,F,2001,36,pop,446
F,70,F,2011,T,pop,1316
F,70,F,2011,15,pop,429
F,70,F,2011,27,pop,100
F,70,F,2011,32,pop,258
F,70,F,2011,36,pop,529
F,75,T,2001,T,pop,2115
F,75,T,2001,15,pop,497
F,75,T,2001,27,pop,462
F,75,T,2001,32,pop,523
F,75,T,2001,36,pop,633
F,75,T,2011,T,pop,1741
F,75,T,2011,15,pop,575
F,75,T,2011,27,pop,157
F,75,T,2011,32,pop,361
F,75,T,2011,36,pop,647
F,75,M,2001,T,pop,859
F,75,M,2001,15,pop,201
F,75,M,2001,27,pop,193
F,75,M,2001,32,pop,237
F,75,M,2001,36,pop,228
F,75,M,2011,T,pop,700
F,75,M,2011,15,pop,229
F,75,M,2011,27,pop,61
F,75,M,2011,32,pop,161
F,75,M,2011,36,pop,249
F,75,F,2001,T,pop,1256
F,75,F,2001,15,pop,296
F,75,F,2001,27,pop,269
F,75,F,2001,32,pop,286
F,75,F,2001,36,pop,405
F,75,F,2011,T,pop,1041
F,75,F,2011,15,pop,346
F,75,F,2011,27,pop,96
F,75,F,2011,32,pop,200
F,75,F,2011,36,pop,398
F,80,T,2001,T,pop,1263
F,80,T,2001,15,pop,311
F,80,T,2001,27,pop,236
F,80,T,2001,32,pop,345
F,80,T,2001,36,pop,371
F,80,T,2011,T,pop,1987
F,80,T,2011,15,pop,515
F,80,T,2011,27,pop,392
F,80,T,2011,32,pop,450
F,80,T,2011,36,pop,629
F,80,M,2001,T,pop,471
F,80,M,2001,15,pop,100
F,80,M,2001,27,pop,92
F,80,M,2001,32,pop,159
F,80,M,2001,36,pop,120
F,80,M,2011,T,pop,759
F,80,M,2011,15,pop,194
F,80,M,2011,27,pop,154
F,80,M,2011,32,pop,178
F,80,M,2011,36,pop,233
F,80,F,2001,T,pop,792
F,80,F,2001,15,pop,211
F,80,F,2001,27,pop,144
F,80,F,2001,32,pop,186
F,80,F,2001,36,pop,251
F,80,F,2011,T,pop,1228
F,80,F,2011,15,pop,321
F,80,F,2011,27,pop,238
F,80,F,2011,32,pop,272
F,80,F,2011,36,pop,396
F,85,T,2001,T,pop,878
F,85,T,2001,15,pop,212
F,85,T,2001,27,pop,161
F,85,T,2001,32,pop,190
F,85,T,2001,36,pop,315
F,85,T,2011,T,pop,1241
F,85,T,2011,15,pop,293
F,85,T,2011,27,pop,264
F,85,T,2011,32,pop,285
F,85,T,2011,36,pop,399
F,85,M,2001,T,pop,286
F,85,M,2001,15,pop,67
F,85,M,2001,27,pop,63
F,85,M,2001,32,pop,76
F,85,M,2001,36,pop,80
F,85,M,2011,T,pop,421
F,85,M,2011,15,pop,100
F,85,M,2011,27,pop,95
F,85,M,2011,32,pop,104
F,85,M,2011,36,pop,122
F,85,F,2001,T,pop,592
F,85,F,2001,15,pop,145
F,85,F,2001,27,pop,98
F,85,F,2001,32,pop,114
F,85,F,2001,36,pop,235
F,85,F,2011,T,pop,821
F,85,F,2011,15,pop,193
F,85,F,2011,27,pop,169
F,85,F,2011,32,pop,182
F,85,F,2011,36,pop,277
F,90,T,2001,T,pop,251
F,90,T,2001,15,pop,54
F,90,T,2001,27,pop,39
F,90,T,2001,32,pop,63
F,90,T,2001,36,pop,95
F,90,T,2011,T,pop,449
F,90,T,2011,15,pop,112
F,90,T,2011,27,pop,80
F,90,T,2011,32,pop,108
F,90,T,2011,36,pop,149
F,90,M,2001,T,pop,65
F,90,M,2001,15,pop,11
F,90,M,2001,27,pop,12
F,90,M,2001,32,pop,19
F,90,M,2001,36,pop,23
F,90,M,2011,T,pop,135
F,90,M,2011,15,pop,28
F,90,M,2011,27,pop,26
F,90,M,2011,32,pop,41
F,90,M,2011,36,pop,40
F,90,F,2001,T,pop,217
F,90,F,2001,15,pop,51
F,90,F,2001,27,pop,34
F,90,F,2001,32,pop,49
F,90,F,2001,36,pop,83
F,90,F,2011,T,pop,314
F,90,F,2011,15,pop,84
F,90,F,2011,27,pop,54
F,90,F,2011,32,pop,67
F,90,F,2011,36,pop,110
F,95,T,2001,T,pop,55
F,95,T,2001,15,pop,13
F,95,T,2001,27,pop,3
F,95,T,2001,32,pop,12
F,95,T,2001,36,pop,27
F,95,T,2011,T,pop,159
F,95,T,2011,15,pop,36
F,95,T,2011,27,pop,28
F,95,T,2011,32,pop,30
F,95,T,2011,36,pop,65
F,95,M,2001,T,pop,9
F,95,M,2001,15,pop,3
F,95,M,2001,27,pop,2
F,95,M,2001,32,pop,1
F,95,M,2001,36,pop,3
F,95,M,2011,T,pop,35
F,95,M,2011,15,pop,11
F,95,M,2011,27,pop,5
F,95,M,2011,32,pop,11
F,95,M,2011,36,pop,8
F,95,F,2001,T,pop,46
F,95,F,2001,15,pop,10
F,95,F,2001,27,pop,1
F,95,F,2001,32,pop,11
F,95,F,2001,36,pop,24
F,95,F,2011,T,pop,124
F,95,F,2011,15,pop,25
F,95,F,2011,27,pop,23
F,95,F,2011,32,pop,19
F,95,F,2011,36,pop,56
F,100,T,2001,T,pop,8
F,100,T,2001,15,pop,0
F,100,T,2001,27,pop,0
F,100,T,2001,32,pop,3
F,100,T,2001,36,pop,5
F,100,T,2011,T,pop,22
F,100,T,2011,15,pop,5
F,100,T,2011,27,pop,1
F,100,T,2011,32,pop,3
F,100,T,2011,36,pop,13
F,100,M,2001,T,pop,1
F,100,M,2001,15,pop,0
F,100,M,2001,27,pop,0
F,100,M,2001,32,pop,0
F,100,M,2001,36,pop,1
F,100,M,2011,T,pop,2
F,100,M,2011,15,pop,0
F,100,M,2011,27,pop,n/a
F,100,M,2011,32,pop,0
F,100,M,2011,36,pop,2
F,100,F,2001,T,pop,7
F,100,F,2001,15,pop,0
F,100,F,2001,27,pop,0
F,100,F,2001,32,pop,3
F,100,F,2001,36,pop,4
F,100,F,2011,T,pop,20
F,100,F,2011,15,pop,4
F,100,F,2011,27,pop,1
